1,George,11.533333333333486
1,George,9.566666666666721
1,Connor,7.866666666666644
2,Connor,7.483333333333312
1,George,8.38333333333333
1,George,7.19999999999998
1,Connor,7.116666666666647
2,Connor,7.499999999999979
3,Connor,7.516666666666645
1,Connor,8.58333333333334
1,Connor,9.483333333333384
1,Connor,9.866666666666736
2,Connor,7.383333333333312
1,George,18.15000000000025
2,George,9.100000000000032
3,George,7.916666666666644
1,George,8.733333333333347
2,George,8.51666666666667
1,	t,10.216666666666754
2,	t,8.166666666666652
3,	t,7.516666666666645
1,	t,9.633333333333391
2,	t,7.616666666666645s
3,JOSHUA,10.550000000000104
1,Josh,7.883333333333311
1,Josh,12.316666666666858
3,George,8.133333333333317
3,George,7.599999999999978
3,George,7.399999999999979
3,Connor,7.316666666666646
3,George,7.749999999999978
3,George,7.766666666666644
3,George,15.316666666667007
3,George,7.6333333333333115
3,George,15.083333333333663
3,George,7.499999999999979
1,Adam,15.43333333333368
2,Adam,15.216666666667003
1,Adam,14.783333333333648
1,Adam,10.450000000000099
1,Adam,7.766666666666644
3,Adam,7.783333333333311
1,Adam,7.349999999999979
1,Adam,10.350000000000094
1,Adam,7.1666666666666465
1,Adam,7.183333333333313
1,Adam,8.966666666666692
1,Adam,9.583333333333389
1,Adam,7.216666666666646
1,Adam,7.24999999999998
1,George,7.0833333333333135
1,Connor,6.916666666666647
1,Connor,7.14999999999998
1,Connor,6.966666666666647
1,Connor,7.066666666666647
1,Connor,7.04999999999998
1,Connor,7.14999999999998
1,George,7.033333333333314
1,,9.700000000000061
1,,7.116666666666647
3,George,7.98333333333331
1,George,25.63333333333316
2,George,9.500000000000052
3,George,19.066666666666865
1,gregery,7.016666666666647
1,George,12.666666666666876
2,George,8.033333333333312
3,hello,7.98333333333331
1,Nathan,9.566666666666721
2,Nathan,8.099999999999982
1,George,7.483333333333312
1,George,7.98333333333331
1,George,6.899999999999981
1,Connor,7.833333333333311
1,Connor,7.04999999999998
1,Connor,6.916666666666647
1,Connor,8.816666666666684
1,Connor,6.916666666666647
1,Connor,6.966666666666647
1,Connor,6.966666666666647
1,Connor,6.899999999999981
2,Connor,7.583333333333312
1,Connor,7.04999999999998
1,Connor,7.033333333333314
1,Connor,6.916666666666647
1,Connor,6.849999999999981
1,Connor,6.9999999999999805
1,George,6.9999999999999805
1,George,6.983333333333314
1,George,6.966666666666647
1,George,7.233333333333313
1,George,6.883333333333314
1,George,6.933333333333314
1,George,6.949999999999981
1,George,7.04999999999998
1,George,7.033333333333314
3,George,7.449999999999979
1,George,17.21666666666697
2,George,7.999999999999977
3,George,24.38333333333323
1,george,6.916666666666647
1,George,31.066666666666183
3,George,24.549999999999887
1,George,16.816666666666993
2,George,11.500000000000151
3,George,7.666666666666645
1,George,10.966666666666791
2,George,8.099999999999982
3,George,8.199999999999987
1,George,14.03333333333361
1,George,7.09999999999998
1,George,7.016666666666647
1,George,6.983333333333314
1,George,7.033333333333314
1,George,6.933333333333314
1,George,9.05000000000003
1,A1trippie,10.416666666666764
2,A1trippie,13.866666666666935
1,A1trippie,8.500000000000002
1,A1trippie,7.016666666666647
2,Aaron,7.3716666666666674
3,Aaron,7.2900000000000131
1,Aaron,7.233333333333313
3,Aaron,7.683333333333311
3,Aaron,7.583333333333312
3,Aaron,7.566666666666645
3,Aaron,7.483333333333312
1,Aaron,6.933333333333314
1,Aaron,7.216666666666646
1,Aaron,6.966666666666647
1,Aaron,6.899999999999981
1,Aaron,6.933333333333314
